compound_roll3,pos_roll3,neu_roll3,neg_roll3,VolumeChange,Volatility,MA_3,MA_7,MA_14,Volatility_5,RSI_14,Bollinger_upper,Bollinger_lower,Return_lag1,Return_lag2,date,actual,predicted
0.9132612739785443,0.6891911590987517,0.47979167495968084,-0.5185791856235755,-0.06277054260484538,-0.3518388183094044,0.3845662414880403,0.377674111252833,0.421693204792569,-0.3849034353739113,-0.07674515784662439,0.17021539094555696,0.8251046586430636,0.1046935453269131,0.0003499513349638352,2024-06-05,up,neutral
0.8915903554589705,0.9320451730358387,0.3835806709887045,-0.3784949546532082,-0.056216997451419254,-0.23352748444690236,0.3915645750848827,0.37866476770175767,0.42213833108446863,-0.3539170287180211,0.12471618161495515,0.16921860399186656,0.83425979771524,0.03351350056413994,0.10473709484015596,2024-06-06,down,neutral
1.7929672332658018,1.1209462683584939,0.3166789204729292,-0.32930974477810865,0.3436182544319322,0.2421766384089544,0.34254668294250795,0.3612147451246283,0.40950215996410827,-0.17196833857093918,-0.7307926464382088,0.1750631537207269,0.8154971624489696,-0.2040469298153259,0.03355713397743342,2024-06-07,down,up
1.2960941574753022,0.7659627536241319,0.467499295022776,-0.60958783585935,-0.3713265062780093,-0.3080246801512726,0.2785069080697668,0.3384361276396847,0.38675623317359126,-0.18394886642656091,-1.6331373863180376,0.17965801706037404,0.8018568965705635,-0.6424821413590971,-0.20400301638911303,2024-06-08,down,neutral
2.3123179213560494,0.9015800695543252,0.42989062315034204,-0.6527240027908796,-0.2539983221760652,-0.3342902746365088,0.228601584736398,0.3216400698559008,0.37090313111030904,-0.2123224556605974,-1.317479505211875,0.1839291497071004,0.7638554235969833,-0.1745483455629507,-0.6424377111484881,2024-06-09,neutral,neutral
0.8382426819169215,0.5948629399729299,0.3894014266013494,0.39034286320266665,-0.022506783188785576,-0.31647221994007496,0.21531711815858726,0.2998263294773207,0.3510521044545711,-0.2468080979402363,-1.709602141451072,0.1811728691946925,0.7286354742546529,-0.015435388687097913,-0.17450446690677374,2024-06-10,down,neutral
2.0481794008697722,1.7625249531278768,0.01623626019619911,0.39034286320266665,0.2962496135167165,-0.06337561937488474,0.18565731544505065,0.2622201014382731,0.3291564755408491,-0.2343416921421426,-1.777820368835518,0.18916414100323248,0.6690758255346089,-0.16443288079050755,-0.015391697577657987,2024-06-11,down,down
1.1591748849283259,2.3466247324090768,-0.1674260807583785,0.367638656776044,-0.10717993911327674,0.1037046211231099,0.18350226827373228,0.23477331067605572,0.31489064072351164,-0.16749281002426525,-0.958010948406046,0.18992521287115435,0.6464838612919575,-0.41859668481246937,-0.16438901405744766,2024-06-12,up,down
2.532786056412272,3.0155124808556826,-0.2361508151087702,-0.7246134190926017,-0.331537558535218,-0.2543015772486635,0.16978155867884956,0.20400820966036112,0.2998217879684674,-0.1439711962945266,-0.9953630888451326,0.18982766250212496,0.610858340195663,0.41120665171944754,-0.41855251849606284,2024-06-13,down,neutral
2.1921505138387336,2.0379842032222495,0.0762474356451619,-0.7246134190926017,-0.05684055563426554,-0.05934325380612153,0.15809655723329494,0.18253111293113566,0.2801207645727147,-0.12338735387835331,-1.1851643283678142,0.1771359825559981,0.5738802027721978,-0.33344998705609674,0.411249839945124,2024-06-14,down,down
1.477881297241619,1.772721587865962,0.08413779459783612,-0.14550447416453252,-0.370114008652464,-0.37153830027845286,0.12219162349327216,0.16723957022339742,0.26085344836743746,-0.10738025234833666,-1.14531558173472,0.17076427577407266,0.5394436224379666,-0.39734680862672994,-0.33340592110226064,2024-06-15,up,neutral
1.5242802158357527,2.6764395377267074,-0.20468156632426607,-0.14550447416453252,-0.22025288873073678,-0.38655309700392293,0.10681927961266569,0.1513939396724007,0.24433348292896206,-0.14714251698636416,-1.020715719149411,0.1554054863758389,0.5183632483866953,0.03962218001770431,-0.39730266735759184,2024-06-16,neutral,neutral
0.9947674549224036,2.372098000674319,-0.11822870019454755,-0.06404111488515814,0.7667896575019184,-0.04094955560717383,0.08414658773878261,0.1258607970345888,0.22037121532110346,-0.24110211473811413,-1.336951202058432,0.15095302196673838,0.47012605123011086,-0.032743918255910026,0.039665806230686,2024-06-17,down,down
1.2864481137183437,2.44754878192364,-0.055599614825174476,-0.7173939174254423,0.1682280826425129,0.04287867249819404,0.030941634896322012,0.10039691537718427,0.18845141933199527,-0.22160920913386334,-1.7098276555230636,0.15114236078427673,0.404571115688868,-0.5212798621182603,-0.032700206744874234,2024-06-18,down,down
-0.5700362484456158,0.9459807105529143,0.18967852538861177,1.0497614547738547,-0.4284738910593513,-0.294353719176935,-0.023478820331199423,0.06197077702822733,0.15511311583841605,-0.21579052704456955,-1.8422028065214706,0.15035121763571327,0.3475100373287661,-0.4607445366158474,-0.5212355747690024,2024-06-19,neutral,neutral
-1.3585431224397182,0.5918366800928969,0.15009682865270668,2.200408306923087,-0.02461020344957501,-0.22204551374974607,-0.04014494810617018,0.03516510939429905,0.12597653752776433,-0.20451058829377858,-1.6259410510773427,0.14296294857668915,0.3070566881421153,-0.0514049992872067,-0.46070032061968985,2024-06-20,up,down
