Date,Close,High,Low,Open,Volume,ReturnPct
,DOGE-USD,DOGE-USD,DOGE-USD,DOGE-USD,DOGE-USD,
2021-01-01,0.005685000214725733,0.005685000214725733,0.004614999983459711,0.004681000020354986,228961515,
2021-01-02,0.010614999569952488,0.013698000460863113,0.005584000144153833,0.0056859999895095825,3421562680,86.71942249811504
2021-01-03,0.009770999662578106,0.013867000117897987,0.009409000165760517,0.010602000169456005,2707003608,-7.951012167381178
2021-01-04,0.009766999632120132,0.01142099965363741,0.007877999916672707,0.0097850002348423,1372398979,-0.040937781149386065
2021-01-05,0.009920000098645687,0.010219000279903412,0.00897200033068657,0.009766999632120132,687256067,1.5665042724317457
2021-01-06,0.010464999824762344,0.010854000225663185,0.009685000404715538,0.009922999888658524,749915516,5.493948797349946
2021-01-07,0.00974200014024973,0.010532000102102757,0.009162000380456448,0.010453999973833561,520644706,-6.908740531479507
2021-01-08,0.009846000000834465,0.010285000316798687,0.008985999971628189,0.009743000380694866,394462164,1.0675411526125167
2021-01-09,0.010193999856710434,0.010739999823272228,0.009739999659359455,0.009832999669015408,485842353,3.5344287613901626
2021-01-10,0.009859999641776085,0.010866999626159668,0.009177000261843204,0.010192999616265297,458583519,-3.276439274368692
2021-01-11,0.008834999985992908,0.009858000092208385,0.006769999861717224,0.009858000092208385,637956958,-10.395534411992568
2021-01-12,0.008062999695539474,0.009145000018179417,0.007903999648988247,0.008829999715089798,333308457,-8.737977268561071
2021-01-13,0.008616000413894653,0.008646000176668167,0.007786999922245741,0.008062000386416912,240079033,6.858498564263926
2021-01-14,0.009397000074386597,0.010029999539256096,0.008348999544978142,0.00861900020390749,428369039,9.064526729043077
2021-01-15,0.009368999861180782,0.009796000085771084,0.008460000157356262,0.00938900001347065,398965925,-0.29796970292822467
2021-01-16,0.009265000000596046,0.009530999697744846,0.009139999747276306,0.009367000311613083,258630480,-1.1100422897394324
2021-01-17,0.009066999889910221,0.009367000311613083,0.008840999566018581,0.009263000451028347,254487989,-2.137076208020372
2021-01-18,0.009170999750494957,0.00929499976336956,0.008980999700725079,0.009069999679923058,205025648,1.1470151301145037
2021-01-19,0.009097999893128872,0.009612999856472015,0.009019999764859676,0.009171999990940094,249242632,-0.7959858178182344
2021-01-20,0.009060000069439411,0.009153000079095364,0.008528999984264374,0.009096000343561172,220205442,-0.4176722811148781
2021-01-21,0.008166000247001648,0.009088999591767788,0.008061000145971775,0.00906199961900711,215419839,-9.867547633397312
2021-01-22,0.008523999713361263,0.008768999949097633,0.007654000073671341,0.008165000006556511,185490003,4.384024681986309
2021-01-23,0.008578999899327755,0.008808000013232231,0.00838799960911274,0.00851999968290329,154393737,0.6452391813232872
2021-01-24,0.008727000094950199,0.008950999937951565,0.008515999652445316,0.008577999658882618,162191977,1.7251450910267696
2021-01-25,0.008383000269532204,0.008879000321030617,0.008275999687612057,0.008727000094950199,180820875,-3.9417878042312338
2021-01-26,0.008255000226199627,0.008456000126898289,0.008022000081837177,0.008382000029087067,161173749,-1.5269001457364761
2021-01-27,0.007482000160962343,0.0082590002566576,0.007294000126421452,0.008255000226199627,204797186,-9.364022338654154
2021-01-28,0.03408399969339371,0.03417700156569481,0.007350999861955643,0.007480999920517206,10971544561,355.54663138379004
2021-01-29,0.047162000089883804,0.07797300070524216,0.03234099969267845,0.043733999133110046,25403310432,38.36991114345341
2021-01-30,0.028176000341773033,0.049901001155376434,0.022487999871373177,0.04680300131440163,8735576553,-40.256985946156355
2021-01-31,0.037195999175310135,0.04528899863362312,0.027101999148726463,0.02819100022315979,8548997882,32.01305623269843
2021-02-01,0.03487500175833702,0.04324999824166298,0.03336700052022934,0.037053998559713364,6319224026,-6.239911464762427
2021-02-02,0.03152000159025192,0.034926000982522964,0.029194999486207962,0.03491000086069107,3090896595,-9.620071681524923
2021-02-03,0.03711999952793121,0.03910500183701515,0.03114599920809269,0.03149300068616867,3146856788,17.766490022675583
2021-02-04,0.05328899994492531,0.05786899849772453,0.035944998264312744,0.03722599893808365,13040837601,43.55873012559608
2021-02-05,0.04693499952554703,0.0537399984896183,0.043540000915527344,0.053043000400066376,6136160058,-11.923662342969843
2021-02-06,0.05759499967098236,0.05830800160765648,0.04490400105714798,0.04693099856376648,5946101275,22.71226217789355
2021-02-07,0.07878199964761734,0.08435700088739395,0.054239001125097275,0.05750200152397156,14261024073,36.78617952542409
2021-02-08,0.07882499694824219,0.08494500070810318,0.06470199674367905,0.07835199683904648,12844375210,0.0545775695173667
2021-02-09,0.07006999850273132,0.08312799781560898,0.06562100350856781,0.07877299934625626,7348840814,-11.106880792218165
2021-02-10,0.07289600372314453,0.0810910016298294,0.06852500140666962,0.0701109990477562,6785088422,4.033117283858734
2021-02-11,0.0696759968996048,0.07430099695920944,0.06829000264406204,0.072843998670578,3818556739,-4.417261110456982
2021-02-12,0.07006900012493134,0.07260999828577042,0.061445001512765884,0.06965000182390213,4190843784,0.5640439216001658
2021-02-13,0.06644999980926514,0.07164599746465683,0.0661349967122078,0.0700249969959259,2618049766,-5.164909316835697
2021-02-14,0.06253699958324432,0.06644800305366516,0.05672299861907959,0.06644800305366516,3984667628,-5.888638430778781
2021-02-15,0.05659100040793419,0.06392399966716766,0.04854699969291687,0.06256800144910812,4944804938,-9.507970025641043
2021-02-16,0.05352000147104263,0.05966800078749657,0.0509830005466938,0.056487999856472015,3409478696,-5.426656031443821
2021-02-17,0.049375999718904495,0.054983001202344894,0.048034001141786575,0.05352199822664261,2976148723,-7.742902911503613
2021-02-18,0.0595409981906414,0.061799000948667526,0.04898900166153908,0.04936299845576286,4551943638,20.586921843822537
2021-02-19,0.055139001458883286,0.05949699878692627,0.054315000772476196,0.05943400040268898,2949251418,-7.393219572274523
2021-02-20,0.05438400059938431,0.06028600037097931,0.051628001034259796,0.055132001638412476,3175468554,-1.3692682847402993
2021-02-21,0.055980000644922256,0.058428000658750534,0.05355599895119667,0.0543689988553524,2450293068,2.9346867239406826
2021-02-22,0.053725000470876694,0.06046599894762039,0.047095999121665955,0.05604400113224983,3366757324,-4.028224630344135
2021-02-23,0.04739199951291084,0.05376800149679184,0.042410001158714294,0.05369799956679344,2394345361,-11.787809962698558
2021-02-24,0.05655499920248985,0.05987299978733063,0.046215999871492386,0.04741400107741356,4148511571,19.334486376931114
2021-02-25,0.05016700178384781,0.05780800059437752,0.049869000911712646,0.05661499872803688,2356982022,-11.29519495839867
